"","GEOID","population","female","avg_hhsize","hispanic","black","kids","elderly","education","employed","married","disability","households"
"Block Group 1, Census Tract 123, Scott County, Iowa","19163012300",379,130,2.24,76,32,131,48,47,162,62,33,169.196428571429
"Block Group 2, Census Tract 123, Scott County, Iowa","19163012300",1145,599,2.25,128,0,223,161,70,523,335,174,508.888888888889
"Block Group 2, Census Tract 126.02, Scott County, Iowa","19163012602",2879,1521,2.83,436,377,908,333,451,1128,1156,252,1017.31448763251
"Block Group 1, Census Tract 126.02, Scott County, Iowa","19163012602",1386,762,3.03,184,189,389,264,213,631,577,115,457.425742574257
"Block Group 2, Census Tract 129.02, Scott County, Iowa","19163012902",1550,748,2.67,12,0,367,541,615,772,717,142,580.524344569288
"Block Group 3, Census Tract 129.02, Scott County, Iowa","19163012902",2595,1423,2.28,165,136,391,488,975,1355,1096,197,1138.15789473684
"Block Group 2, Census Tract 130, Scott County, Iowa","19163013000",1985,841,2.25,115,13,454,458,644,953,866,160,882.222222222222
"Block Group 3, Census Tract 113, Scott County, Iowa","19163011300",1559,627,3.84,241,602,693,153,49,499,280,137,405.989583333333
"Block Group 4, Census Tract 113, Scott County, Iowa","19163011300",1248,536,3.14,209,0,258,82,164,802,323,59,397.452229299363
"Block Group 2, Census Tract 128.02, Scott County, Iowa","19163012802",1381,589,2.66,145,233,349,222,335,704,501,172,519.172932330827
"Block Group 1, Census Tract 136, Scott County, Iowa","19163013600",1406,689,2.82,122,0,393,201,384,722,649,89,498.581560283688
"Block Group 1, Census Tract 101.02, Scott County, Iowa","19163010102",951,513,2.55,0,0,360,152,289,405,337,106,372.941176470588
"Block Group 3, Census Tract 101.02, Scott County, Iowa","19163010102",1692,915,2.62,0,0,378,330,630,786,1029,215,645.801526717557
"Block Group 5, Census Tract 101.02, Scott County, Iowa","19163010102",2686,1356,2.94,22,17,772,258,1413,1454,1398,47,913.605442176871
"Block Group 1, Census Tract 102.01, Scott County, Iowa","19163010201",2474,1405,3.15,376,0,873,257,610,1048,937,107,785.396825396825
"Block Group 3, Census Tract 102.01, Scott County, Iowa","19163010201",1742,929,2.08,23,0,286,545,597,845,969,184,837.5
"Block Group 4, Census Tract 102.02, Scott County, Iowa","19163010202",1722,830,2.68,19,2,396,292,618,999,1021,74,642.537313432836
"Block Group 2, Census Tract 102.02, Scott County, Iowa","19163010202",2818,1449,3.24,119,223,863,214,558,1487,1260,136,869.753086419753
"Block Group 3, Census Tract 102.02, Scott County, Iowa","19163010202",567,265,2.35,0,0,30,199,108,297,391,45,241.276595744681
"Block Group 3, Census Tract 114, Scott County, Iowa","19163011400",480,215,1.78,20,87,38,45,110,234,93,26,269.662921348315
"Block Group 1, Census Tract 114, Scott County, Iowa","19163011400",1130,496,2.41,69,236,250,162,156,551,412,133,468.879668049792
"Block Group 2, Census Tract 122, Scott County, Iowa","19163012200",957,449,2.15,77,0,173,106,102,480,349,163,445.116279069767
"Block Group 3, Census Tract 26.04, Black Hawk County, Iowa","19013002604",1396,745,2.36,88,77,312,250,298,761,459,113,591.525423728814
"Block Group 3, Census Tract 402, Jasper County, Iowa","19099040200",1072,559,2.8,67,9,302,150,308,608,536,89,382.857142857143
"Block Group 4, Census Tract 402, Jasper County, Iowa","19099040200",875,461,2.55,9,0,190,164,230,448,531,62,343.137254901961
"Block Group 3, Census Tract 405, Jasper County, Iowa","19099040500",356,106,1.92,0,0,31,92,108,147,158,74,185.416666666667
"Block Group 2, Census Tract 405, Jasper County, Iowa","19099040500",981,511,1.94,47,0,91,215,175,646,560,138,505.670103092784
"Block Group 6, Census Tract 405, Jasper County, Iowa","19099040500",564,333,1.52,0,0,0,269,37,182,290,193,371.052631578947
"Block Group 7, Census Tract 405, Jasper County, Iowa","19099040500",611,306,2.37,49,0,173,53,124,258,194,122,257.805907172996
"Block Group 4, Census Tract 405, Jasper County, Iowa","19099040500",633,282,2.68,29,79,138,103,60,321,240,92,236.194029850746
"Block Group 5, Census Tract 405, Jasper County, Iowa","19099040500",308,157,2.1,12,0,114,45,36,131,37,14,146.666666666667
"Block Group 3, Census Tract 11, Story County, Iowa","19169001100",802,533,2.51,13,0,167,39,353,522,341,28,319.521912350598
"Block Group 4, Census Tract 11, Story County, Iowa","19169001100",979,559,2.27,44,19,37,104,395,720,422,42,431.277533039648
"Block Group 3, Census Tract 9603, Carroll County, Iowa","19027960300",1023,454,2.5,229,0,270,160,218,474,496,120,409.2
"Block Group 1, Census Tract 9603, Carroll County, Iowa","19027960300",1341,643,2.08,0,0,235,379,425,719,693,76,644.711538461538
"Block Group 4, Census Tract 9603, Carroll County, Iowa","19027960300",723,353,1.96,0,0,100,139,153,342,337,66,368.877551020408
"Block Group 2, Census Tract 9602, Carroll County, Iowa","19027960200",826,446,2.64,15,2,230,137,169,429,464,41,312.878787878788
"Block Group 1, Census Tract 9602, Carroll County, Iowa","19027960200",723,336,2.43,0,0,198,125,149,392,383,67,297.530864197531
"Block Group 3, Census Tract 9605, Carroll County, Iowa","19027960500",509,279,1.95,20,0,97,179,102,213,259,67,261.025641025641
"Block Group 2, Census Tract 9605, Carroll County, Iowa","19027960500",785,400,2.38,39,0,250,163,187,327,345,71,329.831932773109
"Block Group 2, Census Tract 9606, Carroll County, Iowa","19027960600",670,346,2.07,0,0,133,138,185,405,361,52,323.671497584541
"Block Group 1, Census Tract 9606, Carroll County, Iowa","19027960600",667,336,2.49,0,0,177,109,142,378,306,61,267.871485943775
"Block Group 1, Census Tract 8, Clinton County, Iowa","19045000800",683,262,2.3,0,0,158,65,111,327,292,61,296.95652173913
"Block Group 5, Census Tract 20, Woodbury County, Iowa","19193002000",857,385,2.5,44,109,209,80,110,526,269,52,342.8
"Block Group 1, Census Tract 9402, Woodbury County, Iowa","19193940200",0,0,NA,0,0,0,0,0,0,0,0,NA
"Block Group 3, Census Tract 31, Woodbury County, Iowa","19193003100",766,385,2.2,13,0,142,185,173,402,357,95,348.181818181818
"Block Group 5, Census Tract 31, Woodbury County, Iowa","19193003100",1117,585,2.67,81,0,312,250,203,466,601,92,418.352059925094
"Block Group 2, Census Tract 31, Woodbury County, Iowa","19193003100",862,448,2.46,0,0,213,229,154,370,397,137,350.406504065041
"Block Group 1, Census Tract 31, Woodbury County, Iowa","19193003100",697,359,2.57,29,0,191,168,169,323,360,79,271.206225680934
"Block Group 4, Census Tract 31, Woodbury County, Iowa","19193003100",599,244,2.22,26,0,151,145,104,252,298,104,269.81981981982
"Block Group 2, Census Tract 18, Woodbury County, Iowa","19193001800",637,432,2.77,37,0,226,114,138,299,218,97,229.963898916968
"Block Group 4, Census Tract 18, Woodbury County, Iowa","19193001800",1283,723,2.52,345,8,163,182,212,844,289,35,509.126984126984
"Block Group 6, Census Tract 18, Woodbury County, Iowa","19193001800",686,339,2.33,64,0,128,96,318,374,176,147,294.420600858369
"Block Group 1, Census Tract 18, Woodbury County, Iowa","19193001800",2098,990,2.06,163,14,212,555,434,1153,647,328,1018.44660194175
"Block Group 5, Census Tract 18, Woodbury County, Iowa","19193001800",580,268,1.92,0,0,70,107,116,399,269,56,302.083333333333
"Block Group 3, Census Tract 18, Woodbury County, Iowa","19193001800",903,432,2.35,95,79,235,115,122,461,351,108,384.255319148936
"Block Group 1, Census Tract 9, Black Hawk County, Iowa","19013000900",2032,940,1.77,146,170,423,246,456,815,467,327,1148.02259887006
"Block Group 2, Census Tract 12, Black Hawk County, Iowa","19013001200",707,390,2.17,0,44,141,161,159,389,369,85,325.806451612903
"Block Group 4, Census Tract 14, Black Hawk County, Iowa","19013001400",985,498,2.51,28,57,237,179,440,479,549,101,392.430278884462
"Block Group 3, Census Tract 14, Black Hawk County, Iowa","19013001400",428,237,2.47,0,0,119,76,88,171,201,20,173.279352226721
"Block Group 1, Census Tract 9603, Buena Vista County, Iowa","19021960300",766,370,2.47,64,0,177,160,173,385,442,45,310.121457489879
"Block Group 1, Census Tract 9606, Buena Vista County, Iowa","19021960600",844,421,2.38,0,0,159,218,421,495,535,87,354.621848739496
"Block Group 1, Census Tract 8.02, Polk County, Iowa","19153000802",433,221,1.86,0,18,46,91,222,316,210,31,232.795698924731
"Block Group 2, Census Tract 18, Polk County, Iowa","19153001800",1398,615,2.8,158,34,366,118,198,664,571,221,499.285714285714
"Block Group 2, Census Tract 40.01, Polk County, Iowa","19153004001",3386,2006,2.92,412,879,1358,256,837,1624,950,262,1159.58904109589
"Block Group 1, Census Tract 40.01, Polk County, Iowa","19153004001",1124,565,2.41,55,247,210,183,284,562,273,57,466.390041493776
"Block Group 2, Census Tract 6, Clinton County, Iowa","19045000600",840,307,1.72,60,0,97,195,120,491,362,101,488.372093023256
"Block Group 3, Census Tract 7, Clinton County, Iowa","19045000700",1049,604,2.17,11,39,232,242,73,310,249,125,483.410138248848
"Block Group 2, Census Tract 7, Clinton County, Iowa","19045000700",1907,1003,2.83,78,0,548,359,474,886,973,135,673.851590106007
"Block Group 4, Census Tract 12, Clinton County, Iowa","19045001200",661,325,2.69,0,0,151,107,175,350,328,62,245.724907063197
"Block Group 5, Census Tract 12, Clinton County, Iowa","19045001200",644,323,2.39,24,8,146,111,139,334,331,46,269.456066945607
"Block Group 1, Census Tract 12, Clinton County, Iowa","19045001200",463,202,2.14,17,9,56,172,139,216,303,63,216.355140186916
"Block Group 5, Census Tract 3, Clinton County, Iowa","19045000300",1265,592,2.89,167,49,340,149,129,442,441,163,437.716262975779
"Block Group 1, Census Tract 3, Clinton County, Iowa","19045000300",1016,467,2.44,0,12,160,49,111,541,294,147,416.393442622951
"Block Group 2, Census Tract 3, Clinton County, Iowa","19045000300",720,510,2.18,0,68,163,72,111,351,169,199,330.275229357798
"Block Group 2, Census Tract 1, Clinton County, Iowa","19045000100",632,288,2.04,51,20,60,82,47,284,262,128,309.803921568627
"Block Group 1, Census Tract 1, Clinton County, Iowa","19045000100",1298,700,2.32,33,125,327,114,84,475,368,148,559.48275862069
"Block Group 1, Census Tract 9, Clinton County, Iowa","19045000900",1817,942,2.3,165,2,438,502,557,853,869,128,790
"Block Group 2, Census Tract 9, Clinton County, Iowa","19045000900",713,368,2.29,49,0,144,89,285,367,320,54,311.353711790393
"Block Group 3, Census Tract 9, Clinton County, Iowa","19045000900",1018,542,2.51,0,0,319,217,207,432,525,20,405.577689243028
"Block Group 1, Census Tract 10, Clinton County, Iowa","19045001000",1516,747,2.62,43,0,353,241,407,878,650,102,578.625954198473
"Block Group 3, Census Tract 11, Clinton County, Iowa","19045001100",810,397,2.38,0,0,196,226,155,352,384,110,340.336134453782
"Block Group 2, Census Tract 5, Clinton County, Iowa","19045000500",946,570,2.16,7,23,117,362,294,332,316,121,437.962962962963
"Block Group 1, Census Tract 5, Clinton County, Iowa","19045000500",602,293,2.35,41,54,169,97,178,299,162,59,256.170212765957
"Block Group 3, Census Tract 5, Clinton County, Iowa","19045000500",1293,685,2.66,72,101,421,133,182,591,352,93,486.09022556391
"Block Group 2, Census Tract 4, Clinton County, Iowa","19045000400",1026,509,2.36,0,0,195,220,241,487,574,72,434.745762711864
"Block Group 4, Census Tract 4, Clinton County, Iowa","19045000400",510,315,1.96,9,19,111,67,58,217,126,75,260.204081632653
"Block Group 1, Census Tract 9603, Decatur County, Iowa","19053960300",1202,639,2.27,27,1,365,182,202,557,480,159,529.515418502203
"Block Group 1, Census Tract 135, Scott County, Iowa","19163013500",2595,1357,2.5,139,176,617,423,863,1395,1161,302,1038
"Block Group 1, Census Tract 1, Johnson County, Iowa","19103000100",2936,1330,2.45,131,0,704,486,1677,1506,1536,150,1198.36734693878
"Block Group 2, Census Tract 1, Johnson County, Iowa","19103000100",2105,1049,2.26,111,66,196,191,495,1222,384,28,931.41592920354
"Block Group 3, Census Tract 3.02, Johnson County, Iowa","19103000302",782,420,1.94,10,189,123,15,383,403,266,89,403.092783505155
"Block Group 2, Census Tract 3.02, Johnson County, Iowa","19103000302",886,472,1.8,166,0,69,241,256,481,331,112,492.222222222222
"Block Group 5, Census Tract 3.02, Johnson County, Iowa","19103000302",776,388,2.09,176,190,121,40,272,425,232,28,371.291866028708
"Block Group 1, Census Tract 3.02, Johnson County, Iowa","19103000302",896,414,2.65,150,280,219,57,107,523,113,43,338.11320754717
"Block Group 4, Census Tract 3.02, Johnson County, Iowa","19103000302",800,353,2.33,28,496,211,16,164,562,338,40,343.347639484979
"Block Group 2, Census Tract 16, Johnson County, Iowa","19103001600",2790,1345,2.38,40,36,0,37,164,1935,96,78,1172.26890756303
"Block Group 1, Census Tract 16, Johnson County, Iowa","19103001600",1810,441,2.92,195,0,0,0,49,1164,196,114,619.86301369863
"Block Group 3, Census Tract 17, Johnson County, Iowa","19103001700",1273,601,2.21,70,28,135,95,541,894,305,55,576.018099547511
"Block Group 1, Census Tract 17, Johnson County, Iowa","19103001700",1051,537,2.39,57,82,289,143,379,542,424,104,439.748953974895
"Block Group 2, Census Tract 17, Johnson County, Iowa","19103001700",800,374,2.5,18,21,165,142,285,416,292,84,320
"Block Group 3, Census Tract 133, Scott County, Iowa","19163013300",730,307,2.25,25,0,203,72,175,441,265,29,324.444444444444
"Block Group 1, Census Tract 108, Scott County, Iowa","19163010800",1228,641,3.8,246,35,443,266,249,334,269,72,323.157894736842
"Block Group 2, Census Tract 108, Scott County, Iowa","19163010800",984,495,2.22,129,96,185,212,121,236,201,189,443.243243243243
"Block Group 2, Census Tract 106, Scott County, Iowa","19163010600",1509,808,2.02,70,332,322,57,346,628,223,122,747.029702970297
"Block Group 1, Census Tract 106, Scott County, Iowa","19163010600",1422,767,2.93,44,395,267,183,238,627,309,182,485.324232081911
"Block Group 2, Census Tract 135, Scott County, Iowa","19163013500",862,414,3.58,33,8,353,130,313,348,412,36,240.782122905028
"Block Group 2, Census Tract 107, Scott County, Iowa","19163010700",821,384,2.58,119,108,223,98,159,372,311,45,318.217054263566
"Block Group 1, Census Tract 109, Scott County, Iowa","19163010900",1228,427,1.21,112,405,73,158,360,565,129,176,1014.87603305785
"Block Group 2, Census Tract 115, Scott County, Iowa","19163011500",447,235,1.67,0,39,36,93,197,271,154,65,267.664670658683
"Block Group 3, Census Tract 115, Scott County, Iowa","19163011500",1006,505,2.46,63,443,233,70,163,464,270,61,408.943089430894
"Block Group 2, Census Tract 118, Scott County, Iowa","19163011800",1206,684,2.59,62,10,253,64,429,716,495,50,465.637065637066
"Block Group 1, Census Tract 131, Scott County, Iowa","19163013100",825,450,2.29,35,13,175,173,382,428,379,36,360.262008733624
"Block Group 2, Census Tract 131, Scott County, Iowa","19163013100",1007,529,2.29,23,0,209,131,551,593,479,46,439.737991266376
"Block Group 1, Census Tract 134, Scott County, Iowa","19163013400",1210,615,2.2,67,56,194,116,327,825,432,74,550
"Block Group 3, Census Tract 101.01, Scott County, Iowa","19163010101",1282,596,2.66,19,0,242,167,314,701,593,105,481.954887218045
"Block Group 4, Census Tract 101.01, Scott County, Iowa","19163010101",1384,671,2.71,0,0,300,306,499,709,828,71,510.70110701107
"Block Group 2, Census Tract 9502, Cerro Gordo County, Iowa","19033950200",1112,636,1.54,2,1,53,551,628,487,541,140,722.077922077922
"Block Group 1, Census Tract 9507, Cerro Gordo County, Iowa","19033950700",1313,717,2.46,9,29,392,278,332,600,581,162,533.739837398374
"Block Group 3, Census Tract 9507, Cerro Gordo County, Iowa","19033950700",1402,670,2.29,97,14,299,235,370,759,808,150,612.227074235808
"Block Group 2, Census Tract 9509, Cerro Gordo County, Iowa","19033950900",545,258,2.15,0,0,61,133,203,319,354,58,253.488372093023
"Block Group 2, Census Tract 9503, Cerro Gordo County, Iowa","19033950300",552,248,2.08,0,0,149,95,273,287,209,26,265.384615384615
"Block Group 4, Census Tract 9507, Marshall County, Iowa","19127950700",1066,391,3.08,175,34,360,188,112,353,414,109,346.103896103896
"Block Group 1, Census Tract 9507, Marshall County, Iowa","19127950700",624,345,2.11,0,6,102,160,180,355,235,113,295.734597156398
"Block Group 3, Census Tract 9507, Marshall County, Iowa","19127950700",1104,460,3.2,278,25,230,132,276,454,488,70,345
"Block Group 1, Census Tract 9504, Marshall County, Iowa","19127950400",996,501,2.49,27,15,269,180,180,492,414,71,400
"Block Group 2, Census Tract 9504, Marshall County, Iowa","19127950400",639,387,2.6,0,0,185,116,172,313,316,96,245.769230769231
"Block Group 4, Census Tract 9508, Marshall County, Iowa","19127950800",447,208,2.29,0,0,55,99,95,240,240,40,195.196506550218
"Block Group 6, Census Tract 9508, Marshall County, Iowa","19127950800",1216,602,2.06,151,0,163,418,391,632,572,231,590.291262135922
"Block Group 2, Census Tract 9508, Marshall County, Iowa","19127950800",1049,581,2.98,243,15,269,140,346,548,495,95,352.013422818792
"Block Group 2, Census Tract 9603, Decatur County, Iowa","19053960300",814,397,2.2,4,0,204,278,124,279,317,86,370
"Block Group 1, Census Tract 9602, Decatur County, Iowa","19053960200",1098,545,2.6,17,0,297,230,216,420,537,106,422.307692307692
"Block Group 3, Census Tract 9602, Decatur County, Iowa","19053960200",1350,604,2.06,103,111,145,166,342,772,427,123,655.339805825243
"Block Group 1, Census Tract 9601, Decatur County, Iowa","19053960100",668,351,2.7,6,0,196,81,125,307,353,42,247.407407407407
"Block Group 3, Census Tract 9601, Decatur County, Iowa","19053960100",605,289,2.13,3,0,109,192,75,300,358,101,284.037558685446
"Block Group 2, Census Tract 9601, Decatur County, Iowa","19053960100",1006,480,2.19,12,0,187,211,174,419,658,92,459.360730593607
"Block Group 2, Census Tract 209, Warren County, Iowa","19181020900",1161,572,2.56,11,11,318,236,185,474,469,119,453.515625
